OBJECTID,station_eu,component_,statistics,statisti_1,statistic_,station__1,country_na,type_of_st,station_ty,station__2,station_la,nb_luabloc,nb_luAgloc2010,nb_luFrloc,nb_luGUloc,nb_luIdloc2010,nb_luUrloc2010,nb_pop2010,nb_proxAg_empl,nb_proxAg_gva,nb_proxId_empl,nb_proxId_gva,nb_proxUr_empl,nb_proxUr_gva,nb_rHloc,nb_rLloc,nb_rMloc,nb_toploc,re_coastal,re_mdtall,re_tempall,re_windspa,r_proxIf2010,r_proxIn2010,r_proxUr2010
453,ES0011R,8,2010,day,2.941,ES0011R,SPAIN,Background,rural,-6.923611,38.472778,0,2900,1600,0,0,0,0,285.8510132,0.341852,0,0,0,0,0,0,0,1.93669,5.1231799,371,15.7542,1.54549,9025.709961,0,0
454,ES0013R,8,2010,day,3.767,ES0013R,SPAIN,Background,rural,-5.8975,41.238889,0,400,2900,0,0,0,0,269.1610107,0.378829,0,0,0,0,0,0,0,1.97412,5.36236,972,11.7223997,0.880363,12601.90039,0,0
455,ES0014R,8,2010,day,3.693,ES0014R,SPAIN,Background,rural,0.734722,41.393889,0,8100,0,0,0,0,0,576.7020264,0.793743,0,0,0,0,0,0,0,1.78429,4.6494098,491,14.4271002,0.718042,9366.30957,0,336.79599
456,ES0074A,8,2010,day,5.381,ES0074A,SPAIN,Industrial,rural,-8.180556,43.337498,0,900,2700,0,0,0,0,893.34198,1.33245,0,0,0,0,0,0,0,1.79764,3.2579401,176,13.2580004,5.12672,23500.90039,0,481.1369934
457,ES0104A,8,2010,day,33.697,ES0104A,SPAIN,Industrial,suburban,-3.022222,43.322778,0,0,0,0,600,2000,0,0,0.11254,1568050,227.8630066,351372,18.6026001,0,0,0,1.8218,2.45155,42,13.9247999,1.75518,62839.39844,164384,13520
458,ES0110A,8,2010,day,30.352,ES0110A,SPAIN,Traffic,urban,-2.977222,43.302778,0,200,0,0,0,500,0,0,0.199262,2178320,237.9900055,150588,7.9725299,0,0,10,1.87106,0,2,13.8851004,1.74088,94003.60156,239253,7361.399902
459,ES0115A,8,2010,day,49.038,ES0115A,SPAIN,Traffic,urban,-3.712222,40.424167,0,0,0,100,200,1300,0,0,0,569934,138.1589966,192621,10.0244999,0,0,24,1.967,5.4899802,667,14.4982004,0,93492.79688,104978,19919.09961
460,ES0118A,8,2010,day,54.341,ES0118A,SPAIN,Traffic,urban,-3.682222,40.421667,0,0,0,900,100,1600,0,0,0,507271,135.552002,337088,17.5428009,0,34,48,1.98518,5.4865298,682,14.4680996,0,102518,95212.79688,19004.90039
461,ES0120A,8,2010,day,54.656,ES0120A,SPAIN,Traffic,urban,-3.677222,40.451667,0,0,0,600,300,1600,0,0,0,402833,102.9670029,337088,17.5428009,0,210,0,1.99053,5.4874301,722,14.3962002,0,103200,67544.10156,25500.30078
462,ES0124A,8,2010,day,43.887,ES0124A,SPAIN,Background,urban,-3.639167,40.44,0,0,0,0,0,2400,0,0,0.0019029,722115,207.2380066,481554,25.0611992,0,0,14,2.00121,5.4823899,701,14.4146996,0,62158.19922,137530,20496.5
463,ES0125A,8,2010,day,37.248,ES0125A,SPAIN,Background,urban,-3.705,40.346944,0,0,0,0,200,2100,0,0,0,1509880,392.3190002,529709,27.5673008,0,33,0,2.0034399,5.4855099,598,14.5935001,0,65734.39844,375155,13712.40039
464,ES0201A,8,2010,day,4.666,ES0201A,SPAIN,Industrial,suburban,-7.847222,43.45,0,300,100,0,0,2800,0,30.8048992,0.87679,24731.69922,3.5590501,172607,7.7509499,0,0,0,1.80356,4.3649201,356,11.9589005,5.4595599,58241.39844,117185,11739.7998
465,ES0296A,8,2010,day,7.452,ES0296A,SPAIN,Background,rural,3.014722,39.75,0,2800,1900,0,0,0,0,476.6759949,0.627868,45432,2.2504699,0,0,0,97,0,2.0043099,4.0269599,31,17.0811005,0.945632,20605.90039,3255.139893,529.2509766
466,ES0324A,8,2010,day,4.498,ES0324A,SPAIN,Industrial,rural,-0.178056,41.053056,0,6900,0,0,0,200,0,98.0302963,0.105202,119339,0,0,0,2,0,0,2.0011899,4.8997998,353,15.4251003,0.834413,16348.5,4882.709961,240.5690002
467,ES0327A,8,2010,day,3.536,ES0327A,SPAIN,Industrial,rural,-0.235556,40.949722,0,4800,0,0,0,200,0,111.3980026,0.107551,820453,83.5230026,7329.02002,0.355431,0,0,0,1.94848,4.89396,468,14.5699997,0.826306,21457.40039,37434.10156,4811.370117
468,ES0329A,8,2010,day,3.254,ES0329A,SPAIN,Industrial,rural,-0.262778,40.92,0,6300,0,0,0,0,0,129.2220001,0.127162,0,0,0,0,0,0,0,1.67936,4.8952098,507,14.2413998,0.832081,10217.7998,4882.709961,288.6820068
469,ES0331A,8,2010,day,2.747,ES0331A,SPAIN,Industrial,rural,-0.370278,40.894722,0,5300,0,0,0,0,0,115.8539963,0.114088,581776,59.225399,0,0,0,0,0,1.86301,4.93151,644,13.7719002,1.64061,16178.2002,20344.59961,2357.570068
470,ES0360A,8,2010,day,13.529,ES0360A,SPAIN,Industrial,rural,-6.603889,42.781389,0,2400,1300,0,0,600,0,182.6750031,0.220737,0,0,16997.19922,0.795898,0,0,0,1.65273,4.92977,823,9.8288298,2.9287901,82934.39844,280756,2838.709961
471,ES0373A,8,2010,day,8.271,ES0373A,SPAIN,Industrial,suburban,-6.520833,42.625556,0,100,2900,0,0,0,0,230.3289948,0.29943,0,0,0,0,0,0,0,1.71451,5.0096898,859,10.1171999,1.42781,8344.530273,0,336.79599
472,ES0556A,8,2010,day,20.77,ES0556A,SPAIN,Industrial,suburban,-5.376969,36.179431,0,0,300,0,400,1500,0,61.6136017,0.370205,1488590,205.9880066,134080,6.0132399,0,74,0,1.95162,2.6152201,21,17.5471001,3.6222501,35251.39844,158688,4378.350098
473,ES0557A,8,2010,day,14.642,ES0557A,SPAIN,Industrial,rural,-5.380811,36.186211,0,0,2600,0,0,0,0,533.9840088,0.521292,1809520,205.9880066,0,0,0,0,0,1.89197,2.8817101,13,17.5231991,3.6185,28780.09961,200191,2694.370117
474,ES0584A,8,2010,day,48.424,ES0584A,SPAIN,Industrial,suburban,2.188889,41.484444,0,0,0,0,0,2900,0,0,0.279045,1074840,217.8200073,392094,19.1534004,0,0,0,1.72707,3.82271,39,15.0386,0.703598,47001.80078,193681,18235.09961
475,ES0587A,8,2010,day,10.04,ES0587A,SPAIN,Industrial,suburban,-3.113056,43.320833,0,1100,600,200,100,1200,0,354.8829956,0.567334,1618910,435.4710083,301176,15.9450998,0,30,0,1.5772901,3.5314801,28,13.7854996,1.77625,31334.5,139971,4426.459961
476,ES0620A,8,2010,day,19.088,ES0620A,SPAIN,Industrial,urban,-1.892011,36.99945,0,0,0,0,0,2700,0,0,0.940058,0,0,204514,9.3562498,0,0,0,1.7893,2.3010299,8,0,0.963498,17370.19922,8137.839844,5051.939941
477,ES0622A,8,2010,day,10.053,ES0622A,SPAIN,Industrial,suburban,-1.939911,36.940461,0,0,2700,0,0,200,0,1573.089966,1.61999,0,0,0,0,0,0,0,1.86286,2.5569699,24,0,0.996327,9366.30957,0,625.4790039
478,ES0624A,8,2010,day,13.665,ES0624A,SPAIN,Industrial,suburban,-2.038189,36.84745,0,5100,600,0,0,700,0,1281.780029,2.1779201,0,0,78659.10156,3.5985601,0,0,0,1.7413501,3.2428601,56,18.2334003,0.989532,13964.2998,19530.80078,673.59198
479,ES0625A,8,2010,day,13.871,ES0625A,SPAIN,Industrial,suburban,-2.128189,36.93385,0,5300,0,0,0,900,0,1165.25,2.01108,30506.69922,0,47195.39844,2.1591401,0,0,0,2.00422,4.1024499,135,17.6847992,0.921895,19243.5,4068.919922,5484.970215
480,ES0629A,8,2010,day,12.614,ES0629A,SPAIN,Industrial,urban,-5.488931,36.185619,0,200,0,0,0,2800,0,0,0.783125,0,0,193672,8.6857996,0,0,0,1.88718,3.70682,24,17.2217007,3.5569501,27588,4882.709961,10296.2998
481,ES0633A,8,2010,day,25.997,ES0633A,SPAIN,Industrial,urban,-5.432769,36.1747,0,0,0,0,1100,0,0,0,0.117073,1816350,290.9580078,0,0,0,0,0,2.0028801,2.45155,6,17.3757,3.6595199,40871.19922,240066,1732.089966
482,ES0651A,8,2010,day,14.152,ES0651A,SPAIN,Industrial,suburban,-0.913333,37.603333,0,200,1400,0,0,1300,0,745.7470093,1.2874399,776030,55.7347984,109876,5.0054402,0,51,0,1.79907,3.6233699,59,18.1676006,0.905646,36443.39844,131019,2213.229981
483,ES0692A,8,2010,day,40.945,ES0692A,SPAIN,Traffic,urban,2.115833,41.371944,0,0,0,0,0,2800,0,0,0,1484560,274.6430054,392094,19.1534004,0,0,0,1.97646,3.6218901,50,15.9221001,0.697734,79869,185543,22661.59961
484,ES0694A,8,2010,day,38.516,ES0694A,SPAIN,Industrial,suburban,2.010556,41.393333,0,1000,0,0,0,2800,0,0,0.414549,1181260,153.4210052,392094,19.1534004,0,60,0,1.88863,4.1122499,31,15.4342003,0.705429,41211.69922,141598,15973.7998
485,ES0695A,8,2010,day,38.814,ES0695A,SPAIN,Traffic,urban,2.0775,41.358056,0,0,0,200,100,2100,0,0,0.153877,2708380,634.5200195,301611,14.7334003,0,0,0,1.98954,3.7908001,50,15.9183998,0.717428,65393.80078,356438,11306.7002
486,ES0761A,8,2010,day,11.945,ES0761A,SPAIN,Industrial,rural,-5.638889,42.715556,0,1300,2000,0,0,300,0,206.5019989,0.347156,0,0,8498.580078,0.397949,0,0,0,1.85611,4.95399,901,9.8339796,2.2618101,12261.2998,0,1539.640015
487,ES0777A,8,2010,day,9.865,ES0777A,SPAIN,Industrial,rural,-8.494722,43.095,0,1400,800,0,0,0,100,246.4389954,1.21213,0,0,0,0,0,0,0,1.95502,4.39009,264,13.1478996,3.5843301,0,0,144.3410034
488,ES0787A,8,2010,day,3.553,ES0787A,SPAIN,Industrial,suburban,-6.904531,37.190331,0,100,300,0,400,600,0,70.1397018,0.193755,2318550,353.553009,60347.60156,2.8248999,0,0,0,2.0037999,3.2428601,20,17.7084007,0.896033,19413.80078,387361,288.6820068
489,ES0812A,8,2010,day,3.065,ES0812A,SPAIN,Industrial,rural,-0.113611,40.906944,0,7400,0,0,0,0,0,129.2220001,0.127877,0,0,0,0,0,0,0,1.86817,4.8266201,598,14.1239996,0.815218,12772.2002,0,240.5690002
490,ES0813A,8,2010,day,1.618,ES0813A,SPAIN,Industrial,rural,-0.0575,40.841944,0,3700,1500,0,0,600,0,102.4860001,0.12706,0,0,21987.09961,1.06629,0,0,0,1.794,4.7720199,862,13.5425997,0.800938,11580.2002,0,336.79599
491,ES0817A,8,2010,day,33.934,ES0817A,SPAIN,Traffic,urban,-5.959619,37.38425,0,0,0,0,200,2100,0,0,0,2145350,140.3300018,156103,6.7399902,0,0,13,2.0041201,4.6423302,10,17.9662991,0,96898.70313,206701,21218.19922
492,ES0822A,8,2010,day,18.673,ES0822A,SPAIN,Industrial,urban,-6.938069,37.279639,0,0,0,0,0,2500,0,0,0.170665,213200,18.5506001,144834,6.7797599,0,146,0,1.9913599,3.4191101,49,17.6616993,0.858242,60114.69922,95212.79688,16214.2998
493,ES0824A,8,2010,day,19.705,ES0824A,SPAIN,Industrial,suburban,-5.703889,43.308889,0,300,300,0,1000,100,0,53.1963997,0.305811,1354610,156.4620056,0,0,21,0,0,1.67396,4.4138799,199,11.8463001,0.656328,43085,100909,8131.220215
494,ES0825A,8,2010,day,21.694,ES0825A,SPAIN,Industrial,urban,-5.689722,43.306389,0,0,0,0,500,1300,0,0,0.289614,1413500,188.871994,141057,6.6385002,0,0,0,1.63095,4.41749,208,11.8451004,0.657836,56197.80078,104164,10344.5
495,ES0827A,8,2010,day,19.653,ES0827A,SPAIN,Industrial,urban,-6.844631,37.3154,0,500,0,0,400,2000,0,0,0.297659,346451,46.9221992,108626,5.0848198,0,61,0,2.00384,3.9214301,6,17.5436001,0.852348,30142.5,85447.39844,4907.600098
496,ES0874A,8,2010,day,5.051,ES0874A,SPAIN,Industrial,rural,1.8925,42.196667,0,400,2800,0,0,0,0,854.5159912,1.43083,0,0,0,0,0,0,0,1.45377,4.9386001,1004,9.4963703,0.483215,3065.340088,0,48.1137009
497,ES0879A,8,2010,day,24.104,ES0879A,SPAIN,Traffic,suburban,-5.880833,43.551667,0,2600,0,0,700,0,0,119.6920013,0.225598,2694490,288.3370056,0,0,13,0,13,1.9122601,3.4685099,14,13.7269001,1.77599,40019.69922,315748,1491.530029
498,ES0890A,8,2010,day,37.449,ES0890A,SPAIN,Traffic,urban,-6.0031,37.394519,0,0,0,400,200,800,0,0,0.124334,1744420,108.5110016,58538.5,2.5274999,0,0,33,2.0007401,4.6392202,10,17.9559002,0,72716.60156,139971,15877.5
499,ES0892A,8,2010,day,11.753,ES0892A,SPAIN,Industrial,suburban,-6.920269,37.199769,0,1500,100,0,0,900,0,46.7598,0.189739,1239230,181.1419983,60347.60156,2.8248999,0,10,0,2.0002601,3.01265,19,17.7133007,0.894245,19924.69922,222163,2501.909912
500,ES0894A,8,2010,day,11.642,ES0894A,SPAIN,Industrial,rural,-5.404711,36.204419,0,0,2000,0,300,100,0,410.7569885,0.671589,1099370,112.0059967,0,0,0,0,0,1.91795,3.2334299,10,17.4001999,3.5956299,38316.69922,131019,4715.149902
501,ES0901A,8,2010,day,10.917,ES0901A,SPAIN,Industrial,rural,-8.317222,43.235,0,400,2700,0,0,0,0,893.34198,1.39039,0,0,0,0,0,0,0,1.8152699,3.9674499,82,13.2419996,5.0300202,13283.09961,0,336.79599
502,ES0905A,8,2010,day,28.78,ES0905A,SPAIN,Traffic,suburban,-3.013333,43.354167,0,0,0,0,0,2900,0,0,0.15226,296658,63.2952995,652548,34.5475998,0,0,0,1.90824,2.6152201,56,14.1401997,1.86084,32015.69922,26854.90039,13568.09961
503,ES1016A,8,2010,day,27.342,ES1016A,SPAIN,Traffic,urban,-4.74,41.631664,0,0,0,300,300,1300,0,0,0.0332291,943067,199.7169952,124841,5.5786099,0,0,1,1.9946899,5.2872601,694,12.0875998,0,85318.5,285638,12557.7002
504,ES1033A,8,2010,day,8.294,ES1033A,SPAIN,Industrial,rural,-0.363333,41.321111,0,600,2600,0,0,0,0,268.4379883,0.333943,0,0,0,0,0,0,0,1.93223,5.0285001,175,16.3339996,0.913395,17199.90039,0,1154.729981
505,ES1034A,8,2010,day,10.15,ES1034A,SPAIN,Industrial,rural,-0.218889,41.279722,0,700,2900,0,0,0,0,299.4110107,0.385943,0,0,0,0,0,0,0,1.9548399,4.9738598,148,16.4321003,0.89416,0,0,0
506,ES1044A,8,2010,day,32.005,ES1044A,SPAIN,Traffic,suburban,-0.871111,41.670278,0,0,0,100,900,900,0,0,0.0354541,1797060,251.2940063,90053.20313,4.3491201,0,139,0,2.00085,5.2149501,200,15.2976999,0.966119,81231.39844,291335,10440.7002
507,ES1074A,8,2010,day,12.947,ES1074A,SPAIN,Traffic,suburban,-5.383711,36.203881,0,0,2100,0,0,200,0,431.2950134,0.794991,273135,0,29795.59961,1.33628,21,0,0,1.808,3.4087801,65,17.4668999,3.6099501,23500.90039,32551.40039,6543.470215
508,ES1076A,8,2010,day,15.216,ES1076A,SPAIN,Industrial,suburban,-5.435761,36.190481,0,100,0,0,0,900,0,0,0.497561,1830010,195.6880035,74489,3.3406899,1,0,0,1.9935,2.9933901,7,17.3456993,3.6509399,47512.69922,250646,4426.459961
509,ES1117A,8,2010,day,22.182,ES1117A,SPAIN,Industrial,suburban,1.069167,41.113333,0,7700,200,0,0,0,0,849.0960083,0.900338,0,0,0,0,0,0,0,2.0042601,3.72435,74,15.4231005,0.854523,17540.5,0,529.2509766
510,ES1122A,8,2010,day,15.402,ES1122A,SPAIN,Industrial,rural,1.238056,41.194722,0,5700,600,0,0,400,0,731.9790039,0.607801,1944990,187.7510071,43265.69922,2.2360401,0,0,0,1.98453,3.94574,104,14.9003,0,32015.69922,237625,1202.839966
511,ES1124A,8,2010,day,24.668,ES1124A,SPAIN,Industrial,suburban,1.241111,41.160556,0,1000,500,0,0,2300,0,146.3959961,0.682585,384644,2.30369,129797,6.7081099,0,0,0,1.92337,3.7383399,88,15.3618002,0,24693,54523.5,6639.700195
512,ES1125A,8,2010,day,31.664,ES1125A,SPAIN,Traffic,urban,1.826111,41.731944,0,0,0,0,0,2900,0,0,0.592541,702370,128.7980042,392094,19.1534004,0,0,0,1.93188,4.6782699,250,13.3406,0,60284.89844,93585.20313,20929.5
513,ES1126A,8,2010,day,43.217,ES1126A,SPAIN,Industrial,suburban,1.922778,41.476944,0,200,0,400,100,2000,0,0,0.738379,989704,253.8079987,301611,14.7334003,0,110,0,1.78513,4.3747501,76,14.4449997,0.676616,51599.80078,157874,7986.879883
514,ES1129A,8,2010,day,10.684,ES1129A,SPAIN,Industrial,rural,-0.151667,41.258889,0,7300,0,0,0,0,0,299.4110107,0.316385,0,0,0,0,0,0,0,1.99273,4.9451799,138,16.3640995,0.883866,8855.419922,0,0
515,ES1130A,8,2010,day,12.861,ES1130A,SPAIN,Industrial,urban,-0.326667,41.288333,0,2900,0,0,0,1700,0,92.9207001,0.318074,264395,45.1968002,157593,7.61096,0,0,0,1.94705,5.0099201,173,16.4011002,0.912599,14304.90039,51268.39844,4715.149902
516,ES1138A,8,2010,day,29.087,ES1138A,SPAIN,Traffic,urban,-8.418889,43.367778,0,100,0,0,0,2900,0,0,0.151517,1248950,65.8423996,172607,7.7509499,0,0,0,1.95775,2.6152201,27,0,5.5569701,43766.19922,62661.39844,20400.19922
517,ES1181A,8,2010,day,33.078,ES1181A,SPAIN,Traffic,urban,-0.447222,39.481111,0,0,0,0,300,1700,0,0,0.112341,1383370,263.5350037,149315,6.97405,0,0,0,2.0021999,4.0147901,44,16.9808006,0.706607,66926.5,240066,17128.5
518,ES1185A,8,2010,day,16.83,ES1185A,SPAIN,Traffic,urban,-0.234722,39.667222,0,500,0,0,0,2800,0,27.9741001,0.505009,1525140,234.6909943,242637,11.3327999,0,0,0,2.00422,3.3410699,22,16.9986992,0.698158,59263.19922,270990,12557.7002
519,ES1193A,8,2010,day,29.456,ES1193A,SPAIN,Background,suburban,-3.749167,40.42,0,0,0,2800,100,0,0,0,0,202908,54.7421989,0,0,0,0,0,1.99279,5.49401,652,14.4863997,0,22138.5,47199.5,1828.319946
520,ES1215A,8,2010,day,18.076,ES1215A,SPAIN,Background,suburban,0.582778,40.708056,0,1000,0,0,0,2500,0,117.1169968,0.519087,587852,23.0368996,129797,6.7081099,0,0,0,2.00021,3.9846101,2,15.8670998,0,47683,69985.5,11643.5
521,ES1231A,8,2010,day,32.395,ES1231A,SPAIN,Background,urban,2.09,41.477778,0,300,0,100,700,1300,0,0,0.364022,995025,238.6549988,180967,8.8400202,0,0,0,1.94807,4.1258101,114,14.8452997,0.679721,72716.60156,122068,14482.2002
522,ES1234A,8,2010,day,31.43,ES1234A,SPAIN,Industrial,rural,-8.471944,43.335278,0,200,2300,0,0,600,0,708.5130005,1.03945,729584,7.1181002,26555,1.19245,0,0,0,1.77651,3.3010299,208,13.9896002,3.9558499,27588,44758.10156,5773.649902
523,ES1244A,8,2010,day,41.029,ES1244A,SPAIN,Traffic,urban,-2.918333,43.2675,100,100,300,200,0,2000,0,76.046402,0.369396,491605,81.0178986,552156,29.2325993,0,0,16,1.70553,3.4830699,79,13.6113005,1.72964,69140.39844,50454.60156,12365.2002
524,ES1247A,8,2010,day,11.24,ES1247A,SPAIN,Industrial,urban,1.436667,38.908333,0,0,0,0,0,1800,0,0,0.033789,1965150,96.2375031,133690,6.44103,0,0,0,1.93169,2.1505201,18,0,1.18475,25033.59961,64289,10536.90039
525,ES1256A,8,2010,day,20.957,ES1256A,SPAIN,Industrial,urban,-6.925461,37.260161,0,0,0,0,0,1600,0,0,0.0200782,479701,85.1147003,72417.10156,3.3898799,0,0,0,2.0029099,3.3621399,10,17.6760998,0.859227,118697,432933,10488.7998
526,ES1259A,8,2010,day,13.429,ES1259A,SPAIN,Industrial,urban,-6.678461,37.358439,0,2600,800,0,0,1100,0,397.4580078,0.55215,142134,34.9188004,60347.60156,2.8248999,0,0,0,1.98452,4.3520999,34,17.4351006,0.835153,30994,40689.19922,3849.100098
527,ES1277A,8,2010,day,18.854,ES1277A,SPAIN,Industrial,suburban,-4.106944,38.681667,0,1000,0,0,0,2900,0,0,0.19705,0,0,123889,5.2543201,0,0,0,1.93059,5.3292198,685,14.9464998,1.5592901,58411.69922,85447.39844,19341.69922
528,ES1278A,8,2010,day,19.019,ES1278A,SPAIN,Industrial,urban,-4.109722,38.691111,0,0,0,0,0,2900,0,0,0.192705,111681,6.6894302,123889,5.2543201,0,0,0,1.82607,5.33143,712,14.9955997,1.57698,41382,26854.90039,21699.30078
529,ES1279A,8,2010,day,15.156,ES1279A,SPAIN,Industrial,suburban,-4.088611,38.684444,0,900,0,0,0,2900,0,0,0.269664,800380,30.1023998,123889,5.2543201,0,0,0,1.87228,5.3297501,695,14.9566002,1.5549999,36102.89844,22786,11066.2002
530,ES1328A,8,2010,day,13.689,ES1328A,SPAIN,Industrial,urban,-6.942189,37.252581,0,100,100,0,0,2800,0,23.3799,0.0250977,648484,61.1080017,156904,7.3447399,0,97,0,2.0020599,3.1461301,7,17.7038994,0.859808,93322.5,314121,16454.90039
531,ES1339A,8,2010,day,22.21,ES1339A,SPAIN,Traffic,urban,1.722778,41.220556,0,100,0,0,0,2800,0,0,0.244595,1000350,198.8800049,392094,19.1534004,0,0,0,2.00386,3,17,15.7463999,0.781098,42233.5,148109,15588.90039
532,ES1367A,8,2010,day,7.414,ES1367A,SPAIN,Industrial,suburban,-0.844444,40.806111,0,2100,1700,0,0,100,0,102.4860001,0.104793,0,0,0,0,13,0,0,1.56406,5.0541601,979,11.0386,1.61585,39338.5,107420,3127.389893
533,ES1368A,8,2010,day,6.881,ES1368A,SPAIN,Industrial,rural,-0.709722,40.769444,0,5700,700,0,0,0,0,129.2220001,0.12757,0,0,0,0,0,0,0,1.69162,5.00739,1249,11.0958996,0.79869,4938.600098,4882.709961,96.2275009
534,ES1369A,8,2010,day,9.358,ES1369A,SPAIN,Industrial,rural,-0.771111,40.784722,0,2800,1400,0,0,0,0,129.2220001,0.126855,0,0,0,0,0,0,0,1.62897,5.0286102,1167,11.0664997,0.804135,13453.40039,4882.709961,0
535,ES1397A,8,2010,day,20.835,ES1397A,SPAIN,Background,suburban,2.288333,42.004722,0,0,0,0,0,2800,0,0,1.0002,372469,132.5859985,392094,19.1534004,0,0,0,1.995,4.7182999,456,12.125,0,25714.80078,51268.39844,10873.7002
536,ES1405A,8,2010,day,4.352,ES1405A,SPAIN,Industrial,rural,0.009444,40.584722,0,300,2600,0,0,0,0,451.5249939,0.723777,0,0,0,0,0,0,0,1.72034,4.6066399,1216,12.9400997,0.75997,14815.7998,0,0
537,ES1418A,8,2010,day,24.637,ES1418A,SPAIN,Traffic,suburban,-1.143333,41.762778,0,6500,0,0,0,0,0,237.4640045,0.359943,165247,23.5023003,0,0,20,0,0,2.0038099,5.2646999,238,15.1987,3.8155301,24352.40039,21158.40039,1491.530029
538,ES1422A,8,2010,day,51.554,ES1422A,SPAIN,Background,urban,-3.703333,40.419167,0,0,0,0,200,2100,0,0,0,516223,143.371994,385243,20.0489998,0,0,1,1.98786,5.4888401,677,14.4815998,0,97069,97654.10156,20785.09961
539,ES1428A,8,2010,day,27.091,ES1428A,SPAIN,Industrial,suburban,-0.036111,39.959167,0,6900,0,0,0,100,0,404.8160095,0.548735,227003,0,0,0,0,0,0,2.0043199,3.5294001,16,17.1488991,0.725785,42914.69922,50454.60156,2405.689941
540,ES1435A,8,2010,day,5.603,ES1435A,SPAIN,Background,suburban,-0.249167,40.416667,0,2500,1700,0,0,0,0,451.5249939,0.687502,0,0,0,0,0,0,0,1.79487,4.66784,1076,11.8358002,1.4983799,5108.890137,0,1395.300049
541,ES1437A,8,2010,day,4.43,ES1437A,SPAIN,Industrial,rural,0.084722,40.691667,0,300,2600,0,0,0,0,451.5249939,0.723777,0,0,0,0,0,0,0,1.67015,4.6104798,1210,12.9392004,0.783767,9196.009766,0,0
542,ES1439A,8,2010,day,29.102,ES1439A,SPAIN,Industrial,suburban,-8.746944,42.202778,0,800,0,0,1000,800,0,121.2160034,0.711622,1830830,300.1069946,31287.09961,1.36988,0,0,0,1.84241,3.4010401,21,14.1764002,3.04177,69310.70313,149736,12894.5
560,ES1440A,8,2010,day,17.374,ES1440A,SPAIN,Background,urban,-8.736944,42.210278,0,0,0,0,900,500,0,0,0.430017,1795280,262.5939941,10429,0.456627,0,21,0,1.89403,3.25527,11,14.1512003,3.0323501,66245.29688,150550,18042.69922
543,ES1450A,8,2010,day,29.553,ES1450A,SPAIN,Background,suburban,-5.95165,37.398311,0,0,0,200,100,2300,0,0,0.0565156,3193410,253.7350006,234154,10.1099997,0,0,0,2.0042,4.65903,18,17.9769001,0,70673,319003,11932.2002
544,ES1453A,8,2010,day,42.983,ES1453A,SPAIN,Traffic,urban,2.21,41.453333,0,0,0,0,0,2900,0,0,0.0734934,1170620,204.5619965,392094,19.1534004,0,0,0,1.92645,3.52227,51,15.4180002,0.709423,52281,147295,24153.09961
545,ES1491A,8,2010,day,11.246,ES1491A,SPAIN,Background,rural,-2.703889,43.406111,0,1800,2000,0,0,0,0,735.1149902,0.487232,0,0,0,0,0,0,0,1.70014,2.5569699,80,14.4118004,0,17029.59961,2441.350098,866.0469971
546,ES1496A,8,2010,day,28.885,ES1496A,SPAIN,Industrial,urban,-1.899444,43.314444,0,300,0,0,0,2800,0,0,0.435473,1729100,113.2959976,497730,25.6058006,0,130,0,1.78791,2.858,5,13.9667997,0.830879,56197.80078,109047,14289.7998
547,ES1501A,8,2010,day,23.078,ES1501A,SPAIN,Traffic,urban,-2.268056,43.18,0,1100,0,0,0,2700,0,0,0.688827,1221470,254.0570068,459443,23.6362,0,0,10,1.3086801,4.1078601,90,13.0170002,2.42979,28950.40039,53709.80078,4667.029785
548,ES1517A,8,2010,day,8.504,ES1517A,SPAIN,Background,rural,3.146667,39.8375,0,500,900,0,0,1700,0,164.3710022,0.219464,0,0,126941,6.26689,0,0,0,1.8361599,2.3494799,24,17.7269001,1.03036,15326.7002,11393,3993.439941
549,ES1521A,8,2010,day,43.126,ES1521A,SPAIN,Traffic,urban,-3.711389,40.478333,0,0,0,500,0,2300,0,0,0,381945,76.8998032,433398,22.5550995,0,152,0,1.97127,5.4926901,684,14.3336,2.1044199,69991.79688,97654.10156,21603.09961
550,ES1536A,8,2010,day,15.239,ES1536A,SPAIN,Background,suburban,-3.263333,40.573611,0,700,0,0,0,2900,0,0,0.0752306,4365740,142.5740051,80059,3.31494,0,0,0,2.0032799,5.4460602,637,13.4060001,2.1628799,43425.60156,149736,14097.2998
551,ES1543A,8,2010,day,5.024,ES1543A,SPAIN,Background,rural,-0.169444,40.735,0,5500,300,0,0,0,0,373.6759949,0.68923,0,0,0,0,0,0,0,1.72106,4.7933502,613,12.8901997,0.790529,13794,0,240.5690002
552,ES1551A,8,2010,day,40.121,ES1551A,SPAIN,Background,urban,2.126667,41.513889,0,0,0,0,200,2300,0,0,0.0689001,2245460,450.7940063,331772,16.2066994,0,0,0,1.96939,4.1082802,139,14.5791998,0.679011,57560.19922,320631,15011.5
553,ES1565A,8,2010,day,35.363,ES1565A,SPAIN,Industrial,urban,-3.801667,40.281111,0,0,0,0,900,1300,0,0,0.0964123,904136,225.4859924,192621,10.0244999,0,27,0,2.0035601,5.4938402,679,14.7224998,0,83785.89844,171708,15011.5
554,ES1579A,8,2010,day,17.677,ES1579A,SPAIN,Background,urban,-4.062778,43.264444,0,0,0,0,100,2400,0,0,0.409421,1689120,193.0110016,169589,8.0487299,0,0,0,1.51794,4.1504402,87,12.5804996,2.38187,25203.90039,83819.79688,9093.5
