"OBJECTID","station_eu","component_","statistics","statisti_1","statistic_","station__1","country_na","type_of_st","station_ty","station__2","station_la","nb_luabloc","nb_luAgloc2010","nb_luFrloc","nb_luGUloc","nb_luIdloc2010","nb_luUrloc2010","nb_pop2010","nb_proxAg_empl","nb_proxAg_gva","nb_proxId_empl","nb_proxId_gva","nb_proxUr_empl","nb_proxUr_gva","nb_rHloc","nb_rLloc","nb_rMloc","nb_toploc","re_coastal","re_mdtall","re_tempall","re_windspa","r_proxIf2010","r_proxIn2010","r_proxUr2010","station_code_norm","longitude_recovered","latitude_recovered","coord_source","key_source_column","n_metadata_records","n_unique_coord_pairs","coordinate_ambiguous","coordinate_match","station_country_code","country_name_original"
267,"DEBY062",8,2010,"day",15.441,"DEBY062","GERMANY","Background","suburban",13.128934,48.972401,0,0,0,0,0,2900,0,0,0.428201,436197,15.6096001,79508.39844,4.0235801,0,0,0,1.8345701,5.5493798,543,8.0677795,1.51671,28991.59961,1516.969971,13325.40039,"DEBY062",13.1289062497967,48.9724731444601,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
268,"DEBY067",8,2010,"day",24.726,"DEBY067","GERMANY","Background","urban",12.128139,49.321957,0,300,400,100,0,2400,0,82.8444977,0.527241,1319110,2.6340401,74770.39844,4.5915799,0,0,0,1.94275,5.6083999,387,9.4704504,3.35673,38476.60156,50060.10156,12196.7998,"DEBY067",12.1281127929987,49.3220825196155,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
269,"DEBY075",8,2010,"day",26.561,"DEBY075","GERMANY","Traffic","urban",12.159361,49.678951,0,0,0,0,500,1800,0,0,0.460671,829703,49.4426003,208054,9.5288696,0,0,0,2.0037899,5.6470299,400,8.9370804,3.5973001,41339.89844,90260,16165.2998,"DEBY075",12.1594848633802,49.6790771485443,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
270,"DEBY076",8,2010,"day",34.44,"DEBY076","GERMANY","Traffic","urban",9.935939,49.794579,0,0,0,200,0,2700,0,0,0.750202,126343,9.5670996,431229,20.6837997,0,153,0,1.9399199,5.6186399,184,10.2917995,2.62486,86080.10156,30339.5,16820.59961,"DEBY076",9.93591308600232,49.7946777345219,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
271,"DEBY077",8,2010,"day",30.786,"DEBY077","GERMANY","Background","suburban",9.956419,49.804695,0,400,0,0,100,2500,0,0,1.09153,703910,123.1760025,431229,20.6837997,0,5,0,1.93464,5.6175199,225,10.2907,2.62481,70152.60156,103913,13871.59961,"DEBY077",9.95648193323367,49.8046875001386,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
272,"DEBY079",8,2010,"day",20.601,"DEBY079","GERMANY","Background","suburban",12.858856,47.723186,0,2500,0,0,800,0,0,250.3139954,0.528972,4195440,222.4689941,0,0,0,0,0,1.04004,5.34302,466,6.7769499,1.61514,22728,34131.89844,7390.890137,"DEBY079",12.8588867187533,47.7233276367371,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
273,"DEBY081",8,2010,"day",11.592,"DEBY081","GERMANY","Background","rural",11.063066,47.476395,0,3900,900,0,0,200,0,270.8340149,0.199728,0,0,9771.709961,0.467926,0,0,0,1.4165,5.3968201,729,5.513,1.52145,20759.40039,0,6225.819824,"DEBY081",11.0631103513313,47.4765014650045,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
274,"DEBY099",8,2010,"day",23.047,"DEBY099","GERMANY","Background","suburban",10.903049,48.326012,0,0,0,0,900,1300,0,0,1.06674,3374800,397.7869873,118186,6.1606898,0,0,0,2.00389,5.5282102,496,9.4449501,0,33644.60156,168384,11104.5,"DEBY099",10.903076171575,48.3261108397044,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
275,"DEBY110",8,2010,"day",54.285,"DEBY110","GERMANY","Traffic","urban",10.896822,48.370373,0,0,0,0,0,2900,0,0,0,2546440,179.8220062,384104,20.0221996,0,23,0,2.0032201,5.5341501,494,9.51334,0,76953.10156,116049,21590.09961,"DEBY110",10.8969116212782,48.3704833982118,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
276,"DEBY111",8,2010,"day",33.71,"DEBY111","GERMANY","Traffic","urban",11.570088,49.943638,0,0,0,0,100,2400,0,0,0.180979,3389150,194.427002,311460,14.8331003,0,5,7,2.0021801,5.6199498,338,9.0175896,1.79037,68363,106947,20643.5,"DEBY111",11.5701293944279,49.9437255856775,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
277,"DEBY113",8,2010,"day",21.776,"DEBY113","GERMANY","Background","suburban",10.963528,49.605911,0,100,600,0,0,2300,0,260.9259949,1.75323,1371680,20.6875,335892,17.5161991,0,0,0,2.0009501,5.6469798,290,10.0581999,0,30244.40039,11377.2998,10267.09961,"DEBY113",10.9635009763604,49.6058959959016,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
278,"DEBY114",8,2010,"day",68.079,"DEBY114","GERMANY","Traffic","urban",11.59228,48.142742,0,0,0,300,600,1500,0,0,0,1874210,355.0239868,347239,23.5401001,0,212,0,2.0014501,5.47087,516,9.3853598,1.5423,85722.20313,119841,14272.09961,"DEBY114",11.5922851560328,48.1428833007459,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
279,"DEBY118",8,2010,"day",30.719,"DEBY118","GERMANY","Traffic","suburban",13.422039,48.573624,0,900,0,0,800,600,0,23.0256004,0.349788,2297120,176.7400055,21498.59961,1.09664,0,34,11,1.89246,5.4895101,299,9.3337297,2.24175,50109,27305.5,13653.09961,"DEBY118",13.4221191406158,48.5737304686171,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
280,"DEBY122",8,2010,"day",8.023,"DEBY122","GERMANY","Background","rural",10.404233,47.518013,0,2800,1200,0,0,700,0,534.401001,0.654018,0,0,53688.19922,2.83181,0,0,0,1.55109,5.4439001,1166,5.4229398,1.1644,21117.40039,0,618.940979,"DEBY122",10.4042968751164,47.5181274414864,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
281,"DEHB001",8,2010,"day",19.865,"DEHB001","GERMANY","Background","urban",8.815781,53.077148,0,0,0,300,100,1600,0,0,0,1289700,205.3309937,208181,11.8299999,0,56,0,2.0035801,4.7054901,11,10.5677004,4.03863,88406.60156,125150,13361.7998,"DEHB001",8.81591796914059,53.0770874023941,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
282,"DEHB002",8,2010,"day",21.607,"DEHB002","GERMANY","Background","urban",8.916967,53.060043,0,0,0,200,300,1800,0,0,0.0965502,2145880,459.052002,297401,16.8999996,0,129,0,2.00369,4.7420301,6,10.5862999,0,33644.60156,265470,8155.459961,"DEHB002",8.91711425758679,53.0601196290756,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
283,"DEHB003",8,2010,"day",32.479,"DEHB003","GERMANY","Background","urban",8.755619,53.111095,0,0,0,0,100,1000,0,0,0.0198319,969983,139.9389954,148701,8.4500198,0,0,22,1.99435,4.6614099,7,10.5478001,4.0444698,83037.79688,329183,6480.680176,"DEHB003",8.75567626975612,53.1110839841744,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
284,"DEHB005",8,2010,"day",22.418,"DEHB005","GERMANY","Background","urban",8.569406,53.562454,0,0,0,0,600,800,0,0,0.0647419,1347040,135.2920074,81212.10156,4.1919899,0,55,0,2.0042,3.0322299,1,10.3613997,1.15132,71226.39844,210859,11286.59961,"DEHB005",8.56951904290997,53.5624999999305,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
285,"DEHB006",8,2010,"day",45.803,"DEHB006","GERMANY","Traffic","urban",8.825172,53.078663,0,0,0,0,100,2500,0,0,0,1029590,160.8639984,327141,18.5900002,0,142,20,2.0042601,4.7063799,9,10.5691004,4.0244999,79995.39844,102396,15109.40039,"DEHB006",8.82531738241981,53.0786743166368,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
286,"DEHB011",8,2010,"day",46.662,"DEHB011","GERMANY","Traffic","urban",8.598761,53.585258,0,0,0,0,0,2800,0,0,0.313434,1349130,42.9418983,263939,13.6239996,0,225,0,2.0037601,3.59235,4,10.3540001,1.20163,46529.80078,77365.70313,19478.40039,"DEHB011",8.59887695298224,53.5853271485192,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
287,"DEHB012",8,2010,"day",22.142,"DEHB012","GERMANY","Background","urban",8.735047,53.124561,0,0,0,0,0,0,0,0,0.0631491,1116290,125.5530014,0,0,0,0,0,1.99742,4.64364,4,10.5417004,4.0446601,83395.70313,326908,5825.330078,"DEHB012",8.73510742162644,53.1246948244223,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
288,"DEHB013",8,2010,"day",17.349,"DEHB013","GERMANY","Industrial","rural",8.695061,53.117695,0,2100,0,0,0,1300,100,118.4029999,0.307917,1230090,149.0939941,178441,10.1400003,0,0,0,2.0002699,4.6315699,3,10.5361996,4.0454302,40266.19922,288225,2220.909912,"DEHB013",8.69512939470334,53.1176757810568,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
289,"DEHE005",8,2010,"day",48.041,"DEHE005","GERMANY","Traffic","urban",8.542053,50.101871,0,0,0,100,0,1800,0,0,0.366892,2618770,542.8920288,681691,50.2042007,0,181,0,2.00383,5.4927402,103,10.7390003,3.4621601,52256.5,282916,9102.080078,"DEHE005",8.54211425801329,50.1019287110944,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
290,"DEHE020",8,2010,"day",33.261,"DEHE020","GERMANY","Traffic","urban",8.50062,50.567184,0,0,0,0,900,700,0,0,0.136576,5181460,370.2579956,32171.80078,1.80092,0,223,0,1.94406,5.4664502,153,10.0559998,0.920309,51003.80078,135011,11505,"DEHE020",8.50067138698391,50.5673217773595,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
291,"DEHE022",8,2010,"day",34.779,"DEHE022","GERMANY","Background","urban",8.24495,50.050343,0,0,0,200,200,1500,0,0,0.0833664,2453700,215.8150024,340940,25.9111004,0,72,0,1.97015,5.4679399,131,10.6634998,2.6404901,73731.79688,316289,11104.5,"DEHE022",8.24487304657578,50.0504760739634,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
292,"DEHE023",8,2010,"day",10.531,"DEHE023","GERMANY","Background","rural",9.464639,50.759457,0,2000,2500,0,0,0,0,356.4530029,0.702006,0,0,0,0,0,0,0,1.8585,5.4843798,390,9.4689598,2.83606,13958.90039,0,0,"DEHE023",9.4647216798414,50.7595214843553,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
293,"DEHE024",8,2010,"day",8.151,"DEHE024","GERMANY","Background","rural",9.774589,51.291759,0,0,2900,0,0,0,0,457.4419861,0.79371,0,0,0,0,0,0,0,1.73707,5.39607,606,9.4544201,0.936145,0,0,0,"DEHE024",9.7747192387063,51.2916870116626,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
294,"DEHE026",8,2010,"day",9.115,"DEHE026","GERMANY","Background","rural",9.399442,50.164433,0,5500,600,0,0,0,0,474.4379883,0.764915,68433.5,5.8681402,0,0,0,0,0,1.8643,5.5638199,499,9.7918997,2.69115,23264.90039,2275.459961,1019.429993,"DEHE026",9.39947509769981,50.1644897462353,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
295,"DEHE028",8,2010,"day",11.503,"DEHE028","GERMANY","Background","rural",8.81725,49.653465,0,300,2900,0,0,0,0,752.2089844,0.914188,0,0,0,0,0,0,0,1.72962,5.5443201,477,10.5,2.5812299,20938.40039,0,327.6749878,"DEHE028",8.81732177721485,49.6535034177506,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
296,"DEHE030",8,2010,"day",22.892,"DEHE030","GERMANY","Background","urban",8.769324,50.804256,0,0,0,0,0,2900,0,0,0.118998,4790720,144.0099945,123638,6.1680598,0,0,0,1.82592,5.46349,181,9.7974396,1.8849,63889,48543.19922,19624.09961,"DEHE030",8.7692871090548,50.8043212890781,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
297,"DEHE032",8,2010,"day",17.953,"DEHE032","GERMANY","Background","urban",9.800261,50.970028,0,300,0,0,0,2500,0,0,0.460356,1402290,64.5289993,98380.89844,5.2010102,0,0,0,1.93598,5.4544001,207,9.4937601,0.940211,41518.89844,76607.20313,11177.2998,"DEHE032",9.80029296869477,50.9700927735419,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
298,"DEHE039",8,2010,"day",14.096,"DEHE039","GERMANY","Background","rural",9.459403,50.770382,0,100,2800,0,0,0,0,351.3590088,0.731407,0,0,0,0,0,0,0,1.80711,5.4825702,488,9.4722996,2.8359001,11453.5,0,36.4082985,"DEHE039",9.45947265654963,50.7705078126979,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
299,"DEHE042",8,2010,"day",19.572,"DEHE042","GERMANY","Background","rural",8.684398,50.532963,0,5900,0,0,0,100,0,378.6239929,0.499375,706577,1.2084,0,0,0,0,0,1.98532,5.4861398,170,10.2201004,0,21833.19922,30339.5,6808.350098,"DEHE042",8.68450927695418,50.5330810544234,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
300,"DEHE049",8,2010,"day",50.594,"DEHE049","GERMANY","Traffic","urban",9.491119,51.312073,0,0,0,100,0,2400,0,0,0.0509989,2134520,118.2030029,382483,19.2880001,0,256,0,1.9921,5.3926902,179,9.6585302,0.946791,71405.29688,87984.5,15509.90039,"DEHE049",9.4910888674658,51.3120727540104,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
301,"DEHE060",8,2010,"day",7.866,"DEHE060","GERMANY","Background","rural",9.031753,51.154842,0,0,2900,0,0,0,0,418.571991,0.789147,0,0,0,0,0,0,0,1.69712,5.4067302,472,9.45364,1.95718,1252.729981,0,0,"DEHE060",9.03167724569534,51.1549072266946,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
302,"DEHE061",8,2010,"day",45.967,"DEHE061","GERMANY","Traffic","urban",8.668578,50.58411,0,0,0,0,0,2900,0,0,0.101947,2169030,31.4183998,161404,8.8444405,0,197,0,2.00173,5.4828701,164,10.1202002,0,65857.5,96327.89844,19223.59961,"DEHE061",8.66870117194526,50.5841064452317,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
303,"DEHE062",8,2010,"day",46.018,"DEHE062","GERMANY","Traffic","urban",8.769397,50.807014,0,0,0,0,0,2900,0,0,0.135929,3886810,92.3139038,123638,6.1680598,0,109,0,1.76948,5.4629002,198,9.7706099,1.88562,58699.10156,39441.30078,19551.30078,"DEHE062",8.7694702144558,50.8071289064683,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
304,"DEHE063",8,2010,"day",36.69,"DEHE063","GERMANY","Traffic","urban",8.642,49.643242,0,1700,0,0,0,2300,0,155.6289978,0.585055,1348780,136.9409943,130722,7.3708501,0,0,14,1.8164001,5.5311499,113,10.8451004,2.5388501,46171.89844,55369.60156,10922.5,"DEHE063",8.64208984378621,49.6433105468666,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
305,"DEHE094",8,2010,"day",41.305,"DEHE094","GERMANY","Traffic","urban",8.831972,49.827774,0,500,0,100,100,2400,0,0,0.921578,474482,30.0135002,127125,7.1956902,0,0,10,1.99341,5.5344601,165,10.7285995,0,33107.69922,25030.09961,7937.009766,"DEHE094",8.83209228495148,49.8278808594691,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
306,"DEHH008",8,2010,"day",29.505,"DEHH008","GERMANY","Background","urban",9.967883,53.56414,0,0,0,0,200,2700,0,0,0,728411,37.5901985,343739,25.5928001,0,82,0,2.00386,3.96471,15,10.1173,4.02349,95744,33373.39844,22463.90039,"DEHH008",9.96789550772046,53.5640869138465,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
307,"DEHH015",8,2010,"day",38.043,"DEHH015","GERMANY","Background","urban",10.021228,53.523262,0,0,0,0,0,1100,0,0,0.032198,2748100,289.6650085,187494,13.9596996,0,79,0,1.99884,4.10429,3,10.151,2.01335,114356,398206,6262.229981,"DEHH015",10.0213012694396,53.5233154294905,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
308,"DEHH021",8,2010,"day",17.309,"DEHH021","GERMANY","Background","suburban",10.083647,53.487667,0,1700,800,100,0,800,0,2025.5,2.2216699,1015360,30.9566002,93747,6.9798498,0,0,0,2.0036199,4.2466502,2,10.1683998,2.0099299,52256.5,99361.79688,8264.679688,"DEHH021",10.0836791994006,53.487670898605,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
309,"DEHH047",8,2010,"day",17.584,"DEHH047","GERMANY","Background","suburban",10.110595,53.630737,0,0,0,0,0,2900,0,0,0.0804951,88292.20313,0,406237,30.2460003,0,38,0,2.0042601,4.31704,30,10.0523996,2.02232,44024.30078,3792.439941,22682.40039,"DEHH047",10.1107177734953,53.6306762696143,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
310,"DEHH049",8,2010,"day",17.973,"DEHH049","GERMANY","Background","suburban",9.786234,53.568123,0,0,400,0,400,1600,0,476.5880127,1.60983,154511,30.9566002,249992,18.6128998,0,22,0,1.91482,2.95155,73,10.1281996,4.0157199,35792.10156,6826.379883,9356.929688,"DEHH049",9.78631591769577,53.5681152342154,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
311,"DEHH050",8,2010,"day",16.118,"DEHH050","GERMANY","Background","suburban",9.857223,53.48093,0,4400,0,0,0,1400,0,1787.199951,2.9139199,375242,75.1802979,281241,20.9395008,0,32,0,1.9931099,3.7711,4,10.1688995,2.0068099,22549.09961,18962.19922,10157.90039,"DEHH050",9.85729980509671,53.4810791016827,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
312,"DEHH059",8,2010,"day",29.735,"DEHH059","GERMANY","Background","urban",9.99057,53.507931,0,0,0,0,100,2500,0,0,0.0764704,4204920,532.8959961,374988,27.9193993,0,0,0,2.00424,4.0440698,4,10.1657,2.0118301,82321.89844,360281,10412.7998,"DEHH059",9.99047851526105,53.5078735349726,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
313,"DEHH064",8,2010,"day",53.446,"DEHH064","GERMANY","Traffic","urban",9.944581,53.5644,0,0,0,0,200,1800,0,0,0,3410290,462.1380005,312490,23.2661991,0,32,12,2.00406,3.8899801,19,10.1183004,4.0232902,82858.79688,175969,17075.5,"DEHH064",9.94470214884321,53.5645141601324,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
314,"DEHH068",8,2010,"day",59.63,"DEHH068","GERMANY","Traffic","urban",10.053859,53.592297,0,0,0,0,0,2900,0,0,0,1688590,159.2050018,406237,30.2460003,0,0,8,2.0042601,4.1919999,18,10.0858002,4.0302501,92701.70313,62195.89844,22536.69922,"DEHH068",10.0538940433927,53.5922851562571,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
315,"DEHH070",8,2010,"day",69.673,"DEHH070","GERMANY","Traffic","urban",9.943011,53.555664,0,0,0,0,0,2900,0,0,0,2770170,325.0440063,406237,30.2460003,0,232,0,1.99765,3.87398,27,10.1252003,4.02318,83753.60156,167626,18895.90039,"DEHH070",9.94311523446962,53.5557250974597,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
316,"DEHH073",8,2010,"day",19.652,"DEHH073","GERMANY","Industrial","rural",9.832703,53.532074,0,300,0,0,1000,0,0,0,1.6783201,1876210,289.6650085,0,0,0,67,0,1.97382,2.6152201,4,10.1444998,4.0153399,59057,278365,3094.709961,"DEHH073",9.83270263634854,53.532104492227,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
317,"DEHH075",8,2010,"day",27.634,"DEHH075","GERMANY","Traffic","rural",10.122064,53.518764,0,4400,300,0,200,200,0,1906.349976,1.96006,3288890,316.2000122,62498,4.6532302,34,0,0,2.0004201,4.28613,3,10.1430998,2.01315,42950.60156,213893,3349.560059,"DEHH075",10.1220703128484,53.5186767576251,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
318,"DEMV006",8,2010,"day",17.476,"DEMV006","GERMANY","Traffic","urban",13.066672,54.306725,0,0,0,0,500,1600,0,0,0.0157278,267796,24.2297001,152737,6.2059898,0,128,0,2.00385,4.15978,6,9.8354197,3.7490399,54225.10156,115290,16310.90039,"DEMV006",13.066711426135,54.3067016599967,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
319,"DEMV007",8,2010,"day",13.914,"DEMV007","GERMANY","Background","suburban",12.174106,54.16156,0,7300,0,0,0,200,0,338.9259949,0.530022,255875,0,21818.19922,1.08752,0,76,0,2.0032499,3.6054299,2,9.8950005,3.87165,19506.69922,69780.79688,800.9829712,"DEMV007",12.1740722657158,54.1616821289703,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
320,"DEMV012",8,2010,"day",7.98,"DEMV012","GERMANY","Background","rural",14.257408,53.520458,0,7600,0,0,0,100,0,259.0230103,0.59049,0,0,0,0,0,0,0,2.0021,4.6411901,19,9.8793297,4.0501299,10379.7002,0,1310.699951,"DEMV012",14.2575073240984,53.5205078126892,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
321,"DEMV017",8,2010,"day",8.289,"DEMV017","GERMANY","Background","rural",11.362965,53.302353,0,5600,0,0,200,300,0,287.1919861,0.730103,84600.10156,2.2642601,7230.120117,0.340234,0,9,0,1.99937,4.82407,26,10.2146997,0,14853.7002,7584.870117,1310.699951,"DEMV017",11.3630981446821,53.3024902342775,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
322,"DEMV023",8,2010,"day",24.716,"DEMV023","GERMANY","Traffic","urban",11.398083,53.631802,0,0,0,0,100,2800,0,0,0.017435,516825,44.7075996,332873,13.3613005,0,0,0,2.0011899,4.4765501,67,9.9312201,0,31855,129701,15546.2998,"DEMV023",11.3980712888481,53.6318969724831,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
323,"DENI011",8,2010,"day",16.008,"DENI011","GERMANY","Background","suburban",10.473639,52.226936,0,6400,0,0,0,300,0,471.6539917,0.73764,426708,1.69894,21582.59961,1.04515,0,0,0,2.0028801,5.1802802,100,10.5529003,1.93457,39908.19922,31856.5,5788.919922,"DENI011",10.4736938472454,52.2269287108882,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
324,"DENI016",8,2010,"day",13.034,"DENI016","GERMANY","Background","suburban",10.481319,51.901581,0,100,0,0,100,2100,0,0,0.400563,627028,124.2070007,91995.5,4.2751999,0,0,13,1.7753,5.2708101,208,9.3429604,1.9346499,39192.39844,138045,6553.490234,"DENI016",10.4813232425467,51.9016723635228,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
325,"DENI019",8,2010,"day",14.045,"DENI019","GERMANY","Background","rural",9.577714,51.75975,0,0,2900,0,0,0,0,541.8540039,0.761554,0,0,0,0,0,0,0,1.97587,5.29564,508,9.7757998,0.956295,11453.5,0,0,"DENI019",9.57769775357636,51.7598876954063,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
326,"DENI020",8,2010,"day",17.379,"DENI020","GERMANY","Background","suburban",10.816381,52.440811,0,3000,0,300,0,900,0,135.5839996,0.230624,6976920,343.519989,45025.30078,2.42134,0,0,4,2.0035,5.1411901,65,10.4701996,1.9090199,42234.69922,84950.5,9284.120117,"DENI020",10.8165283205981,52.4409179685678,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
327,"DENI028",8,2010,"day",12.325,"DENI028","GERMANY","Background","suburban",10.238539,51.50758,0,3700,0,0,0,1700,0,168.1629944,0.642882,953525,104.0979996,109485,5.4058499,0,0,0,1.98218,5.3554702,184,9.4310799,1.88439,36508,31098,8628.769531,"DENI028",10.2385253909989,51.5076904297517,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
328,"DENI043",8,2010,"day",16.324,"DENI043","GERMANY","Background","suburban",7.31747,52.49855,0,5000,100,0,0,700,0,624.3690186,1.10632,1577470,32.6127014,18101.59961,0.898099,0,0,0,2.00138,4.9160199,30,10.7770996,4.3017001,37939.69922,23513.09961,9247.709961,"DENI043",7.3175048825252,52.4984741212687,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
329,"DENI051",8,2010,"day",6.547,"DENI051","GERMANY","Background","rural",10.612481,51.758163,0,800,2400,0,0,0,0,269.2510071,0.665082,0,0,0,0,0,0,0,1.7496001,5.3101602,938,8.67904,2.8923199,0,0,0,"DENI051",10.6124877933001,51.7583007814367,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"DE","GERMANY"
